"","ID","trial","chosen","reward","rt","session","reward1","reward2","reward3","reward4"
"15618",79,18,1,62,1230,1,37,62,44,57
"15619",79,19,3,49,1304,1,34,61,32,49
"15620",79,20,1,58,1083,1,36,58,45,52
"15621",79,21,2,35,1654,1,31,57,35,41
"15622",79,22,1,70,998,1,34,70,45,52
"15623",79,23,1,63,1178,1,36,63,35,48
"15624",79,24,1,66,1276,1,43,66,38,59
"15625",79,25,1,69,1225,1,36,69,47,57
"15626",79,26,1,74,1128,1,32,74,45,56
"15627",79,27,0,43,1031,1,43,64,42,60
"15628",79,28,1,72,920,1,41,72,35,63
"15629",79,29,1,76,1149,1,35,76,48,66
"15630",79,30,1,75,1129,1,39,75,49,65
"15631",79,31,1,78,1243,1,35,78,50,52
"15632",79,32,1,71,1305,1,34,71,56,60
"15633",79,33,1,75,1106,1,36,75,56,56
"15634",79,34,1,54,1192,1,39,54,52,59
"15635",79,35,3,67,1416,1,47,64,48,67
"15636",79,36,2,45,1127,1,43,63,45,62
"15637",79,37,3,48,1071,1,41,64,49,48
"15638",79,38,3,67,1288,1,41,67,54,67
"15639",79,39,3,51,1166,1,45,61,45,51
"15640",79,40,1,57,1072,1,43,57,49,59
"15641",79,41,1,41,1115,1,44,41,53,56
"15642",79,42,0,51,2188,1,51,48,57,58
"15643",79,43,0,45,803,1,45,45,50,59
"15644",79,44,3,56,1056,1,48,56,57,56
"15645",79,45,3,69,1194,1,44,49,57,69
"15646",79,46,3,62,1158,1,47,48,58,62
"15647",79,47,3,65,1259,1,59,54,57,65
"15648",79,48,3,67,1207,1,53,48,57,67
"15649",79,49,3,63,1179,1,51,49,50,63
"15650",79,50,3,63,1203,1,48,44,51,63
"15651",79,51,3,54,1223,1,53,38,50,54
"15652",79,52,2,46,1045,1,60,38,46,58
"15653",79,53,1,37,1327,1,52,37,48,59
"15654",79,54,3,54,848,1,51,46,45,54
"15655",79,55,3,60,1264,1,51,38,44,60
"15656",79,56,3,60,1155,1,59,39,45,60
"15657",79,57,3,46,1254,1,48,40,44,46
"15658",79,58,0,57,1066,1,57,47,52,49
"15659",79,59,0,54,1070,1,54,42,52,44
"15660",79,60,0,53,1052,1,53,42,59,48
"15661",79,61,0,50,1093,1,50,45,50,41
"15662",79,62,2,64,1338,1,53,46,64,52
"15663",79,63,2,70,953,1,54,53,70,55
"15664",79,64,2,59,1095,1,49,45,59,48
"15665",79,65,2,66,1337,1,47,39,66,53
"15666",79,66,2,62,1244,1,45,33,62,50
"15667",79,67,2,62,1294,1,57,46,62,54
"15668",79,68,2,58,1308,1,44,48,58,55
"15669",79,69,2,57,1229,1,48,42,57,63
"15670",79,70,1,48,698,1,52,48,47,53
"15671",79,71,1,34,967,1,44,34,51,63
"15672",79,72,3,64,881,1,42,41,50,64
"15673",79,73,3,53,1278,1,45,47,49,53
"15674",79,74,3,60,1410,1,39,50,44,60
"15675",79,75,3,52,1175,1,49,50,41,52
"15676",79,76,2,50,1158,1,51,52,50,53
"15677",79,77,2,51,1213,1,48,54,51,58
"15678",79,78,2,63,1284,1,45,46,63,54
"15679",79,79,2,63,1285,1,51,43,63,55
"15680",79,80,2,63,1328,1,50,54,63,60
"15681",79,81,2,66,1139,1,50,46,66,53
"15682",79,82,2,67,1321,1,41,47,67,55
"15683",79,83,2,68,1332,1,40,44,68,58
"15684",79,84,2,74,1205,1,41,48,74,54
"15685",79,85,2,81,1248,1,47,50,81,59
"15686",79,86,2,70,1316,1,46,49,70,65
"15687",79,87,2,78,1084,1,41,49,78,56
"15688",79,88,2,78,1243,1,44,58,78,59
"15689",79,89,2,81,1323,1,48,68,81,60
"15690",79,90,2,78,1154,1,51,62,78,60
"15691",79,91,2,86,1256,1,52,60,86,57
"15692",79,92,2,77,1204,1,41,66,77,63
"15693",79,93,2,74,1095,1,50,64,74,63
"15694",79,94,2,84,1140,1,45,62,84,63
"15695",79,95,2,81,1348,1,41,67,81,60
"15696",79,96,2,82,1327,1,48,67,82,69
"15697",79,97,2,71,1257,1,46,73,71,66
"15698",79,98,2,80,1256,1,36,69,80,68
"15699",79,99,2,74,1285,1,43,65,74,62
"15700",79,100,2,88,1274,1,46,65,88,68
"15701",79,101,2,78,1144,1,38,69,78,65
"15702",79,102,2,71,1165,1,46,58,71,64
"15703",79,103,2,73,1194,1,46,51,73,66
"15704",79,104,2,85,1267,1,46,53,85,61
"15705",79,105,2,78,1251,1,52,52,78,69
"15706",79,106,2,81,1160,1,48,50,81,70
"15707",79,107,2,73,1294,1,55,56,73,61
"15708",79,108,2,74,1099,1,54,58,74,66
"15709",79,109,2,74,1183,1,54,53,74,66
"15710",79,110,2,76,1241,1,49,53,76,61
"15711",79,111,2,78,1318,1,48,45,78,59
"15712",79,112,2,77,1326,1,47,46,77,65
"15713",79,113,2,73,1227,1,46,39,73,70
"15714",79,114,1,48,991,1,46,48,71,68
"15715",79,115,2,68,1075,1,45,43,68,71
"15716",79,116,2,64,1188,1,42,54,64,82
"15717",79,117,2,57,1163,1,45,48,57,77
"15718",79,118,2,61,1040,1,30,54,61,66
"15719",79,119,2,58,1099,1,43,52,58,66
"15720",79,120,2,59,1165,1,53,50,59,71
"15721",79,121,2,58,1061,1,41,55,58,68
"15722",79,122,2,52,1349,1,56,48,52,65
"15723",79,123,3,69,1277,1,48,36,58,69
"15724",79,124,3,69,1086,1,58,49,66,69
"15725",79,125,3,69,1156,1,52,50,48,69
"15726",79,126,3,67,1088,1,50,55,61,67
"15727",79,127,3,69,1107,1,51,48,54,69
"15728",79,128,3,75,1154,1,52,52,57,75
"15729",79,129,3,70,1108,1,46,59,52,70
"15730",79,130,3,73,1105,1,41,52,50,73
"15731",79,131,3,79,1252,1,44,64,50,79
"15732",79,132,3,74,1189,1,41,62,60,74
"15733",79,133,3,65,1114,1,44,58,60,65
"15734",79,134,3,75,1143,1,40,53,53,75
"15735",79,135,3,66,1315,1,42,52,54,66
"15736",79,136,3,67,1068,1,37,53,55,67
"15737",79,137,3,67,1281,1,36,56,56,67
"15738",79,138,3,58,1192,1,32,52,68,58
"15739",79,139,3,62,1133,1,28,60,62,62
"15740",79,140,0,40,883,1,40,50,60,62
"15741",79,141,1,64,993,1,27,64,64,58
"15742",79,142,1,59,1068,1,30,59,64,58
"15743",79,143,1,60,1042,1,28,60,58,64
"15744",79,144,1,58,1059,1,30,58,52,58
"15745",79,145,1,62,1023,1,37,62,61,67
"15746",79,146,3,67,981,1,31,53,57,67
"15747",79,147,3,68,1115,1,33,58,55,68
"15748",79,148,3,62,1079,1,31,56,64,62
"15749",79,149,3,53,1075,1,22,52,59,53
"15750",79,150,1,58,1011,1,41,58,52,58
"15751",79,151,1,57,1019,1,41,57,53,59
"15752",79,152,1,53,1187,1,35,53,48,66
"15753",79,153,1,52,1149,1,33,52,61,58
"15754",79,154,1,54,992,1,34,54,55,64
"15755",79,155,2,64,944,1,23,51,64,62
"15756",79,156,2,41,1053,1,22,45,41,58
"15757",79,157,3,60,928,1,29,46,47,60
"15758",79,158,3,61,1074,1,27,40,40,61
"15759",79,159,3,57,1053,1,33,46,40,57
"15760",79,160,1,47,989,1,27,47,49,61
"15761",79,161,0,32,1395,1,32,51,43,62
"15762",79,162,3,67,1008,1,31,58,46,67
"15763",79,163,3,64,1142,1,26,51,50,64
"15764",79,164,3,69,1248,1,33,55,58,69
"15765",79,165,3,65,1071,1,33,49,49,65
"15766",79,166,3,53,1253,1,26,49,57,53
"15767",79,167,2,55,1096,1,30,55,55,54
"15768",79,168,1,55,963,1,24,55,50,63
"15769",79,169,1,57,1074,1,24,57,45,64
"15770",79,170,1,54,1129,1,30,54,52,64
"15771",79,171,1,43,1148,1,35,43,44,56
"15772",79,172,1,56,1189,1,21,56,48,67
"15773",79,173,2,42,621,1,33,53,42,64
"15774",79,174,1,41,874,1,30,41,51,56
"15775",79,175,1,54,1083,1,24,54,52,61
"15776",79,176,1,57,1054,1,35,57,50,60
"15777",79,177,3,49,581,1,31,57,48,49
"15778",79,178,3,51,918,1,31,60,46,51
"15779",79,179,3,53,980,1,41,71,48,53
"15780",79,180,3,58,1454,1,38,67,40,58
"15781",79,181,3,51,1267,1,41,60,41,51
"15782",79,182,3,40,1275,1,48,57,46,40
"15783",79,183,3,42,1144,1,49,52,38,42
"15784",79,184,0,51,1097,1,51,53,45,45
"15785",79,185,0,59,1184,1,59,58,45,43
"15786",79,186,0,47,1156,1,47,45,53,52
"15787",79,187,0,62,1186,1,62,45,48,40
"15788",79,188,0,52,1057,1,52,44,49,45
"15789",79,189,0,54,1099,1,54,47,55,52
"15790",79,190,0,55,1078,1,55,47,50,46
"15791",79,191,0,55,1079,1,55,46,49,51
"15792",79,192,2,56,1009,1,44,55,56,40
"15793",79,193,1,44,1077,1,46,44,51,41
"15794",79,194,3,58,1218,1,40,38,61,58
"15795",79,195,3,57,1067,1,44,48,54,57
"15796",79,196,3,45,1348,1,43,47,56,45
"15797",79,197,3,49,1433,1,38,49,66,49
"15798",79,198,2,62,1653,1,39,54,62,42
"15799",79,199,2,60,1350,1,37,54,60,42
"15800",79,200,2,57,1401,1,46,51,57,38
"15801",80,1,2,51,7286,1,46,47,51,51
"15802",80,2,3,55,5428,1,51,52,45,55
"15803",80,3,1,54,1568,1,60,54,49,51
"15804",80,4,0,55,1439,1,55,51,43,51
"15805",80,5,2,45,2450,1,47,52,45,65
"15806",80,6,1,58,1399,1,51,58,40,64
"15807",80,7,1,54,1045,1,58,54,39,59
"15808",80,8,1,57,512,1,47,57,29,62
"15809",80,9,1,53,303,1,48,53,39,61
"15810",80,10,1,58,217,1,54,58,28,69
"15811",80,11,1,51,256,1,51,51,21,61
"15812",80,12,1,58,188,1,53,58,35,65
"15813",80,13,1,59,160,1,52,59,30,59
"15814",80,14,1,65,192,1,43,65,29,68
"15815",80,15,1,58,208,1,30,58,36,52
"15816",80,16,1,61,199,1,42,61,34,47
"15817",80,17,1,63,174,1,41,63,33,51
"15818",80,18,1,62,183,1,37,62,44,57
"15819",80,19,1,61,200,1,34,61,32,49
"15820",80,20,1,58,185,1,36,58,45,52
"15821",80,21,1,57,192,1,31,57,35,41
"15822",80,22,1,70,182,1,34,70,45,52
"15823",80,23,1,63,184,1,36,63,35,48
"15824",80,24,1,66,200,1,43,66,38,59
"15825",80,25,1,69,176,1,36,69,47,57
"15826",80,26,1,74,176,1,32,74,45,56
"15827",80,27,1,64,182,1,43,64,42,60
"15828",80,28,1,72,192,1,41,72,35,63
"15829",80,29,1,76,184,1,35,76,48,66
"15830",80,30,1,75,176,1,39,75,49,65
"15831",80,31,1,78,176,1,35,78,50,52
"15832",80,32,1,71,181,1,34,71,56,60
"15833",80,33,1,75,192,1,36,75,56,56
"15834",80,34,1,54,168,1,39,54,52,59
"15835",80,35,1,64,200,1,47,64,48,67
"15836",80,36,1,63,175,1,43,63,45,62
"15837",80,37,1,64,166,1,41,64,49,48
"15838",80,38,1,67,176,1,41,67,54,67
"15839",80,39,1,61,184,1,45,61,45,51
"15840",80,40,1,57,192,1,43,57,49,59
"15841",80,41,1,41,200,1,44,41,53,56
"15842",80,42,1,48,181,1,51,48,57,58
"15843",80,43,1,45,184,1,45,45,50,59
"15844",80,44,1,56,176,1,48,56,57,56
"15845",80,45,1,49,184,1,44,49,57,69
"15846",80,46,1,48,176,1,47,48,58,62
"15847",80,47,1,54,181,1,59,54,57,65
"15848",80,48,1,48,183,1,53,48,57,67
"15849",80,49,0,51,913,1,51,49,50,63
"15850",80,50,0,48,224,1,48,44,51,63
"15851",80,51,0,53,168,1,53,38,50,54
"15852",80,52,0,60,205,1,60,38,46,58
"15853",80,53,0,52,200,1,52,37,48,59
"15854",80,54,0,51,191,1,51,46,45,54
"15855",80,55,0,51,208,1,51,38,44,60
"15856",80,56,0,59,200,1,59,39,45,60
"15857",80,57,0,48,190,1,48,40,44,46
"15858",80,58,0,57,192,1,57,47,52,49
"15859",80,59,0,54,183,1,54,42,52,44
"15860",80,60,0,53,201,1,53,42,59,48
"15861",80,61,0,50,200,1,50,45,50,41
"15862",80,62,0,53,214,1,53,46,64,52
"15863",80,63,0,54,208,1,54,53,70,55
"15864",80,64,0,49,232,1,49,45,59,48
"15865",80,65,0,47,336,1,47,39,66,53
"15866",80,66,2,62,664,1,45,33,62,50
"15867",80,67,2,62,549,1,57,46,62,54
"15868",80,68,2,58,200,1,44,48,58,55
"15869",80,69,2,57,176,1,48,42,57,63
"15870",80,70,2,47,159,1,52,48,47,53
"15871",80,71,2,51,112,1,44,34,51,63
"15872",80,72,2,50,253,1,42,41,50,64
"15873",80,73,2,49,192,1,45,47,49,53
"15874",80,74,2,44,184,1,39,50,44,60
"15875",80,75,2,41,167,1,49,50,41,52
"15876",80,76,2,50,177,1,51,52,50,53
"15877",80,77,2,51,181,1,48,54,51,58
"15878",80,78,2,63,448,1,45,46,63,54
"15879",80,79,2,63,175,1,51,43,63,55
"15880",80,80,2,63,169,1,50,54,63,60
"15881",80,81,2,66,168,1,50,46,66,53
"15882",80,82,2,67,173,1,41,47,67,55
"15883",80,83,2,68,184,1,40,44,68,58
"15884",80,84,2,74,168,1,41,48,74,54
"15885",80,85,2,81,216,1,47,50,81,59
"15886",80,86,2,70,200,1,46,49,70,65
"15887",80,87,2,78,189,1,41,49,78,56
"15888",80,88,2,78,184,1,44,58,78,59
"15889",80,89,2,81,168,1,48,68,81,60
"15890",80,90,2,78,176,1,51,62,78,60
"15891",80,91,2,86,176,1,52,60,86,57
"15892",80,92,2,77,182,1,41,66,77,63
"15893",80,93,2,74,168,1,50,64,74,63
"15894",80,94,2,84,168,1,45,62,84,63
"15895",80,95,2,81,176,1,41,67,81,60
"15896",80,96,2,82,168,1,48,67,82,69
"15897",80,97,2,71,174,1,46,73,71,66
"15898",80,98,2,80,160,1,36,69,80,68
"15899",80,99,2,74,168,1,43,65,74,62
"15900",80,100,2,88,168,1,46,65,88,68
"15901",80,101,2,78,167,1,38,69,78,65
"15902",80,102,2,71,173,1,46,58,71,64
"15903",80,103,2,73,184,1,46,51,73,66
"15904",80,104,2,85,176,1,46,53,85,61
"15905",80,105,2,78,177,1,52,52,78,69
"15906",80,106,2,81,158,1,48,50,81,70
"15907",80,107,2,73,182,1,55,56,73,61
"15908",80,108,2,74,168,1,54,58,74,66
"15909",80,109,2,74,160,1,54,53,74,66
"15910",80,110,2,76,167,1,49,53,76,61
"15911",80,111,2,78,160,1,48,45,78,59
"15912",80,112,2,77,173,1,47,46,77,65
"15913",80,113,2,73,152,1,46,39,73,70
"15914",80,114,2,71,152,1,46,48,71,68
"15915",80,115,2,68,176,1,45,43,68,71
"15916",80,116,2,64,176,1,42,54,64,82
"15917",80,117,2,57,174,1,45,48,57,77
"15918",80,118,2,61,184,1,30,54,61,66
"15919",80,119,2,58,160,1,43,52,58,66
"15920",80,120,2,59,255,1,53,50,59,71
"15921",80,121,2,58,264,1,41,55,58,68
"15922",80,122,2,52,190,1,56,48,52,65
"15923",80,123,2,58,184,1,48,36,58,69
"15924",80,124,2,66,184,1,58,49,66,69
"15925",80,125,3,69,295,1,52,50,48,69
"15926",80,126,3,67,728,1,50,55,61,67
"15927",80,127,3,69,205,1,51,48,54,69
"15928",80,128,3,75,168,1,52,52,57,75
"15929",80,129,3,70,175,1,46,59,52,70
"15930",80,130,3,73,184,1,41,52,50,73
"15931",80,131,3,79,183,1,44,64,50,79
"15932",80,132,3,74,181,1,41,62,60,74
"15933",80,133,3,65,168,1,44,58,60,65
"15934",80,134,3,75,175,1,40,53,53,75
"15935",80,135,3,66,192,1,42,52,54,66
"15936",80,136,3,67,191,1,37,53,55,67
"15937",80,137,3,67,190,1,36,56,56,67
"15938",80,138,3,58,176,1,32,52,68,58
"15939",80,139,3,62,192,1,28,60,62,62
"15940",80,140,3,62,368,1,40,50,60,62
"15941",80,141,3,58,200,1,27,64,64,58
"15942",80,142,3,58,206,1,30,59,64,58
"15943",80,143,3,64,168,1,28,60,58,64
"15944",80,144,3,58,192,1,30,58,52,58
"15945",80,145,3,67,192,1,37,62,61,67
"15946",80,146,3,67,191,1,31,53,57,67
"15947",80,147,3,68,184,1,33,58,55,68
"15948",80,148,3,62,192,1,31,56,64,62
"15949",80,149,3,53,183,1,22,52,59,53
"15950",80,150,3,58,185,1,41,58,52,58
"15951",80,151,3,59,184,1,41,57,53,59
"15952",80,152,3,66,172,1,35,53,48,66
"15953",80,153,3,58,185,1,33,52,61,58
"15954",80,154,3,64,184,1,34,54,55,64
"15955",80,155,3,62,200,1,23,51,64,62
"15956",80,156,3,58,200,1,22,45,41,58
"15957",80,157,3,60,174,1,29,46,47,60
"15958",80,158,3,61,184,1,27,40,40,61
"15959",80,159,3,57,192,1,33,46,40,57
"15960",80,160,3,61,208,1,27,47,49,61
"15961",80,161,3,62,176,1,32,51,43,62
"15962",80,162,2,46,221,1,31,58,46,67
"15963",80,163,2,50,216,1,26,51,50,64
"15964",80,164,2,58,191,1,33,55,58,69
"15965",80,165,0,33,409,1,33,49,49,65
"15966",80,166,1,49,264,1,26,49,57,53
"15967",80,167,3,54,742,1,30,55,55,54
"15968",80,168,3,63,208,1,24,55,50,63
"15969",80,169,3,64,192,1,24,57,45,64
"15970",80,170,3,64,183,1,30,54,52,64
"15971",80,171,3,56,192,1,35,43,44,56
"15972",80,172,3,67,181,1,21,56,48,67
"15973",80,173,3,64,168,1,33,53,42,64
"15974",80,174,3,56,248,1,30,41,51,56
"15975",80,175,3,61,192,1,24,54,52,61
"15976",80,176,3,60,192,1,35,57,50,60
"15977",80,177,3,49,182,1,31,57,48,49
"15978",80,178,3,51,176,1,31,60,46,51
"15979",80,179,3,53,200,1,41,71,48,53
"15980",80,180,2,40,312,1,38,67,40,58
"15981",80,181,2,41,416,1,41,60,41,51
"15982",80,182,2,46,182,1,48,57,46,40
"15983",80,183,1,52,496,1,49,52,38,42
"15984",80,184,1,53,832,1,51,53,45,45
"15985",80,185,0,59,599,1,59,58,45,43
"15986",80,186,0,47,895,1,47,45,53,52
"15987",80,187,0,62,189,1,62,45,48,40
"15988",80,188,0,52,208,1,52,44,49,45
"15989",80,189,0,54,280,1,54,47,55,52
"15990",80,190,0,55,232,1,55,47,50,46
"15991",80,191,0,55,183,1,55,46,49,51
"15992",80,192,0,44,182,1,44,55,56,40
"15993",80,193,0,46,183,1,46,44,51,41
"15994",80,194,0,40,192,1,40,38,61,58
"15995",80,195,3,57,535,1,44,48,54,57
"15996",80,196,3,45,448,1,43,47,56,45
"15997",80,197,3,49,197,1,38,49,66,49
"15998",80,198,3,42,175,1,39,54,62,42
"15999",80,199,3,42,169,1,37,54,60,42
"16000",80,200,3,38,184,1,46,51,57,38
"16201",82,1,0,46,9868,1,46,47,51,51
"16202",82,2,1,52,2400,1,51,52,45,55
"16203",82,3,2,49,1144,1,60,54,49,51
"16204",82,4,3,51,1104,1,55,51,43,51
"16205",82,5,3,65,1059,1,47,52,45,65
"16206",82,6,3,64,983,1,51,58,40,64
"16207",82,7,3,59,1120,1,58,54,39,59
"16208",82,8,3,62,1296,1,47,57,29,62
"16209",82,9,3,61,1240,1,48,53,39,61
"16210",82,10,0,54,1074,1,54,58,28,69
"16211",82,11,0,51,1429,1,51,51,21,61
"16212",82,12,1,58,1246,1,53,58,35,65
"16213",82,13,1,59,1275,1,52,59,30,59
"16214",82,14,1,65,1275,1,43,65,29,68
"16215",82,15,1,58,1245,1,30,58,36,52
"16216",82,16,2,34,1320,1,42,61,34,47
"16217",82,17,2,33,1243,1,41,63,33,51
"16218",82,18,2,44,1275,1,37,62,44,57
"16219",82,19,2,32,1265,1,34,61,32,49
"16220",82,20,3,52,1263,1,36,58,45,52
"16221",82,21,3,41,1240,1,31,57,35,41
"16222",82,22,3,52,1238,1,34,70,45,52
"16223",82,23,3,48,1209,1,36,63,35,48
"16224",82,24,3,59,1109,1,43,66,38,59
"16225",82,25,3,57,1115,1,36,69,47,57
"16226",82,26,3,56,1325,1,32,74,45,56
"16227",82,27,3,60,1236,1,43,64,42,60
"16228",82,28,3,63,1241,1,41,72,35,63
"16229",82,29,3,66,1295,1,35,76,48,66
"16230",82,30,3,65,1306,1,39,75,49,65
"16231",82,31,3,52,1274,1,35,78,50,52
"16232",82,32,1,71,1125,1,34,71,56,60
"16233",82,33,1,75,1312,1,36,75,56,56
"16234",82,34,1,54,1328,1,39,54,52,59
"16235",82,35,1,64,1271,1,47,64,48,67
"16236",82,36,1,63,1319,1,43,63,45,62
"16237",82,37,1,64,1292,1,41,64,49,48
"16238",82,38,1,67,1215,1,41,67,54,67
"16239",82,39,1,61,1319,1,45,61,45,51
"16240",82,40,1,57,1144,1,43,57,49,59
"16241",82,41,0,44,1044,1,44,41,53,56
"16242",82,42,0,51,1196,1,51,48,57,58
"16243",82,43,2,50,1152,1,45,45,50,59
"16244",82,44,2,57,1306,1,48,56,57,56
"16245",82,45,2,57,1310,1,44,49,57,69
"16246",82,46,2,58,1189,1,47,48,58,62
"16247",82,47,2,57,1305,1,59,54,57,65
"16248",82,48,3,67,1114,1,53,48,57,67
"16249",82,49,3,63,1229,1,51,49,50,63
"16250",82,50,3,63,1321,1,48,44,51,63
"16251",82,51,3,54,1240,1,53,38,50,54
"16252",82,52,1,38,1133,1,60,38,46,58
"16253",82,53,1,37,1203,1,52,37,48,59
"16254",82,54,1,46,1246,1,51,46,45,54
"16255",82,55,2,44,1011,1,51,38,44,60
"16256",82,56,2,45,1013,1,59,39,45,60
"16257",82,57,2,44,1243,1,48,40,44,46
"16258",82,58,2,52,1090,1,57,47,52,49
"16259",82,59,2,52,925,1,54,42,52,44
"16260",82,60,2,59,1011,1,53,42,59,48
"16261",82,61,2,50,1283,1,50,45,50,41
"16262",82,62,2,64,1246,1,53,46,64,52
"16263",82,63,2,70,1251,1,54,53,70,55
"16264",82,64,2,59,1194,1,49,45,59,48
"16265",82,65,2,66,1303,1,47,39,66,53
"16266",82,66,2,62,1177,1,45,33,62,50
"16267",82,67,2,62,1081,1,57,46,62,54
"16268",82,68,2,58,1031,1,44,48,58,55
"16269",82,69,2,57,1085,1,48,42,57,63
"16270",82,70,0,52,1281,1,52,48,47,53
"16271",82,71,0,44,1120,1,44,34,51,63
"16272",82,72,0,42,1087,1,42,41,50,64
"16273",82,73,0,45,1049,1,45,47,49,53
"16274",82,74,0,39,1189,1,39,50,44,60
"16275",82,75,0,49,1039,1,49,50,41,52
"16276",82,76,0,51,1085,1,51,52,50,53
"16277",82,77,0,48,1263,1,48,54,51,58
"16278",82,78,0,45,1225,1,45,46,63,54
"16279",82,79,0,51,1291,1,51,43,63,55
"16280",82,80,0,50,1470,1,50,54,63,60
"16281",82,81,0,50,1113,1,50,46,66,53
"16282",82,82,0,41,1176,1,41,47,67,55
"16283",82,83,0,40,873,1,40,44,68,58
"16284",82,84,3,54,743,1,41,48,74,54
"16285",82,85,3,59,1024,1,47,50,81,59
"16286",82,86,3,65,1023,1,46,49,70,65
"16287",82,87,3,56,956,1,41,49,78,56
"16288",82,88,3,59,1109,1,44,58,78,59
"16289",82,89,3,60,1100,1,48,68,81,60
"16290",82,90,3,60,1239,1,51,62,78,60
"16291",82,91,3,57,1068,1,52,60,86,57
"16292",82,92,3,63,1002,1,41,66,77,63
"16293",82,93,3,63,1775,1,50,64,74,63
"16294",82,94,3,63,1545,1,45,62,84,63
"16295",82,95,3,60,1235,1,41,67,81,60
"16296",82,96,3,69,1254,1,48,67,82,69
"16297",82,97,3,66,1169,1,46,73,71,66
"16298",82,98,3,68,1264,1,36,69,80,68
"16299",82,99,3,62,1141,1,43,65,74,62
"16300",82,100,3,68,1120,1,46,65,88,68
"16301",82,101,3,65,1356,1,38,69,78,65
"16302",82,102,1,58,1244,1,46,58,71,64
"16303",82,103,1,51,1139,1,46,51,73,66
"16304",82,104,1,53,1074,1,46,53,85,61
"16305",82,105,1,52,1355,1,52,52,78,69
"16306",82,106,3,70,1072,1,48,50,81,70
"16307",82,107,3,61,1214,1,55,56,73,61
"16308",82,108,3,66,1148,1,54,58,74,66
"16309",82,109,3,66,1105,1,54,53,74,66
"16310",82,110,3,61,1240,1,49,53,76,61
"16311",82,111,3,59,1048,1,48,45,78,59
"16312",82,112,3,65,1005,1,47,46,77,65
"16313",82,113,3,70,929,1,46,39,73,70
"16314",82,114,3,68,1238,1,46,48,71,68
"16315",82,115,3,71,1266,1,45,43,68,71
"16316",82,116,3,82,1349,1,42,54,64,82
"16317",82,117,3,77,1311,1,45,48,57,77
"16318",82,118,3,66,1340,1,30,54,61,66
"16319",82,119,3,66,1253,1,43,52,58,66
"16320",82,120,3,71,1419,1,53,50,59,71
"16321",82,121,3,68,1261,1,41,55,58,68
"16322",82,122,3,65,1287,1,56,48,52,65
"16323",82,123,3,69,1244,1,48,36,58,69
"16324",82,124,3,69,1254,1,58,49,66,69
"16325",82,125,3,69,1248,1,52,50,48,69
"16326",82,126,3,67,1264,1,50,55,61,67
"16327",82,127,3,69,1195,1,51,48,54,69
"16328",82,128,3,75,1195,1,52,52,57,75
"16329",82,129,3,70,1275,1,46,59,52,70
"16330",82,130,3,73,2127,1,41,52,50,73
"16331",82,131,3,79,1532,1,44,64,50,79
"16332",82,132,3,74,1432,1,41,62,60,74
"16333",82,133,3,65,1295,1,44,58,60,65
"16334",82,134,3,75,1296,1,40,53,53,75
"16335",82,135,3,66,1299,1,42,52,54,66
"16336",82,136,1,53,1275,1,37,53,55,67
"16337",82,137,1,56,1231,1,36,56,56,67
"16338",82,138,1,52,1230,1,32,52,68,58
"16339",82,139,0,28,1060,1,28,60,62,62
"16340",82,140,0,40,1102,1,40,50,60,62
"16341",82,141,0,27,1028,1,27,64,64,58
"16342",82,142,0,30,1114,1,30,59,64,58
"16343",82,143,2,58,497,1,28,60,58,64
"16344",82,144,2,52,963,1,30,58,52,58
"16345",82,145,2,61,1399,1,37,62,61,67
"16346",82,146,2,57,1376,1,31,53,57,67
"16347",82,147,2,55,1016,1,33,58,55,68
"16348",82,148,2,64,1296,1,31,56,64,62
"16349",82,149,3,53,663,1,22,52,59,53
"16350",82,150,3,58,772,1,41,58,52,58
"16351",82,151,3,59,1074,1,41,57,53,59
"16352",82,152,3,66,1301,1,35,53,48,66
"16353",82,153,2,61,1275,1,33,52,61,58
"16354",82,154,2,55,1245,1,34,54,55,64
"16355",82,155,2,64,1320,1,23,51,64,62
"16356",82,156,2,41,1239,1,22,45,41,58
"16357",82,157,3,60,1161,1,29,46,47,60
"16358",82,158,3,61,1146,1,27,40,40,61
"16359",82,159,3,57,1168,1,33,46,40,57
"16360",82,160,3,61,1228,1,27,47,49,61
"16361",82,161,3,62,1080,1,32,51,43,62
"16362",82,162,3,67,1393,1,31,58,46,67
"16363",82,163,3,64,1441,1,26,51,50,64
"16364",82,164,3,69,1610,1,33,55,58,69
"16365",82,165,3,65,2518,1,33,49,49,65
"16366",82,166,3,53,1329,1,26,49,57,53
"16367",82,167,3,54,1212,1,30,55,55,54
"16368",82,168,3,63,1581,1,24,55,50,63
"16369",82,169,3,64,1230,1,24,57,45,64
"16370",82,170,3,64,1708,1,30,54,52,64
"16371",82,171,2,44,1510,1,35,43,44,56
"16372",82,172,2,48,1421,1,21,56,48,67
"16373",82,173,2,42,1313,1,33,53,42,64
"16374",82,174,2,51,1435,1,30,41,51,56
"16375",82,175,2,52,1325,1,24,54,52,61
"16376",82,176,0,35,3038,1,35,57,50,60
"16377",82,177,0,31,1301,1,31,57,48,49
"16378",82,178,0,31,1244,1,31,60,46,51
"16379",82,179,0,41,1180,1,41,71,48,53
"16380",82,180,0,38,1399,1,38,67,40,58
"16381",82,181,3,51,1341,1,41,60,41,51
"16382",82,182,3,40,1549,1,48,57,46,40
"16383",82,183,3,42,1514,1,49,52,38,42
"16384",82,184,3,45,1314,1,51,53,45,45
