"","ID","block","trial","chosen","reward","rt","session","reward1","reward2","cond"
"23521",79,13,1,0,85,599,1,85,88,"FS"
"23522",79,13,2,1,89,1315,1,83,89,"FS"
"23523",79,13,3,1,88,1391,1,86,88,"FS"
"23524",79,13,4,1,88,1411,1,82,88,"FS"
"23525",79,13,5,0,83,1281,1,83,87,"FS"
"23526",79,13,6,1,89,1208,1,84,89,"FS"
"23527",79,13,7,1,89,1326,1,83,89,"FS"
"23528",79,13,8,1,89,1334,1,86,89,"FS"
"23529",79,13,9,1,89,1349,1,86,89,"FS"
"23530",79,13,10,1,87,1396,1,89,87,"FS"
"23531",79,14,1,1,38,1186,1,43,38,"FF"
"23532",79,14,2,0,38,1414,1,38,35,"FF"
"23533",79,14,3,1,34,1357,1,39,34,"FF"
"23534",79,14,4,0,39,1337,1,39,27,"FF"
"23535",79,14,5,1,25,1351,1,35,25,"FF"
"23536",79,14,6,0,32,1395,1,32,28,"FF"
"23537",79,14,7,0,31,1190,1,31,32,"FF"
"23538",79,14,8,1,36,1326,1,31,36,"FF"
"23539",79,14,9,1,34,1408,1,36,34,"FF"
"23540",79,14,10,1,30,1415,1,29,30,"FF"
"23541",79,15,1,0,69,1297,1,69,64,"SS"
"23542",79,15,2,0,70,1431,1,70,65,"SS"
"23543",79,15,3,1,61,1362,1,68,61,"SS"
"23544",79,15,4,1,63,1380,1,67,63,"SS"
"23545",79,15,5,0,69,1291,1,69,64,"SS"
"23546",79,15,6,0,67,1362,1,67,64,"SS"
"23547",79,15,7,1,65,1148,1,69,65,"SS"
"23548",79,15,8,1,64,1336,1,68,64,"SS"
"23549",79,15,9,0,69,1358,1,69,61,"SS"
"23550",79,15,10,0,68,1439,1,68,62,"SS"
"23551",79,16,1,1,16,570,1,12,16,"FS"
"23552",79,16,2,0,12,1365,1,12,16,"FS"
"23553",79,16,3,0,8,1426,1,8,16,"FS"
"23554",79,16,4,1,14,1374,1,9,14,"FS"
"23555",79,16,5,1,16,1376,1,1,16,"FS"
"23556",79,16,6,1,14,1362,1,3,14,"FS"
"23557",79,16,7,0,5,1691,1,5,16,"FS"
"23558",79,16,8,1,15,1397,1,8,15,"FS"
"23559",79,16,9,1,15,1438,1,11,15,"FS"
"23560",79,16,10,1,14,1432,1,17,14,"FS"
"23561",79,17,1,1,50,725,1,48,50,"SS"
"23562",79,17,2,0,47,1446,1,47,53,"SS"
"23563",79,17,3,0,47,1438,1,47,52,"SS"
"23564",79,17,4,1,53,1385,1,48,53,"SS"
"23565",79,17,5,1,51,1328,1,49,51,"SS"
"23566",79,17,6,1,54,1372,1,49,54,"SS"
"23567",79,17,7,1,52,1380,1,47,52,"SS"
"23568",79,17,8,1,52,1400,1,47,52,"SS"
"23569",79,17,9,1,53,1560,1,48,53,"SS"
"23570",79,17,10,1,54,1916,1,49,54,"SS"
"23571",79,18,1,0,83,1240,1,83,72,"FF"
"23572",79,18,2,0,87,936,1,87,69,"FF"
"23573",79,18,3,1,71,1191,1,95,71,"FF"
"23574",79,18,4,0,84,1455,1,84,66,"FF"
"23575",79,18,5,0,81,1398,1,81,63,"FF"
"23576",79,18,6,0,82,1366,1,82,69,"FF"
"23577",79,18,7,1,62,1518,1,74,62,"FF"
"23578",79,18,8,0,77,688,1,77,65,"FF"
"23579",79,18,9,0,72,1348,1,72,70,"FF"
"23580",79,18,10,1,78,1808,1,67,78,"FF"
"23581",79,19,1,1,44,624,1,49,44,"FF"
"23582",79,19,2,0,52,1386,1,52,49,"FF"
"23583",79,19,3,0,49,1375,1,49,45,"FF"
"23584",79,19,4,1,48,1281,1,40,48,"FF"
"23585",79,19,5,1,47,1263,1,41,47,"FF"
"23586",79,19,6,0,44,1174,1,44,49,"FF"
"23587",79,19,7,1,49,1139,1,48,49,"FF"
"23588",79,19,8,1,51,1321,1,43,51,"FF"
"23589",79,19,9,1,54,1356,1,51,54,"FF"
"23590",79,19,10,1,58,1355,1,54,58,"FF"
"23591",79,20,1,1,25,719,1,20,25,"SS"
"23592",79,20,2,0,20,1551,1,20,24,"SS"
"23593",79,20,3,0,19,1480,1,19,23,"SS"
"23594",79,20,4,1,21,1388,1,19,21,"SS"
"23595",79,20,5,1,25,3746,1,21,25,"SS"
"23596",79,20,6,1,24,5241,1,20,24,"SS"
"23597",79,20,7,1,24,5548,1,21,24,"SS"
"23598",79,20,8,1,24,1778,1,21,24,"SS"
"23599",79,20,9,1,24,1435,1,20,24,"SS"
"23600",79,20,10,1,26,1418,1,20,26,"SS"
"23601",79,21,1,0,50,1941,1,50,47,"SF"
"23602",79,21,2,1,48,1380,1,49,48,"SF"
"23603",79,21,3,1,53,1355,1,50,53,"SF"
"23604",79,21,4,0,50,1359,1,50,58,"SF"
"23605",79,21,5,1,58,1043,1,51,58,"SF"
"23606",79,21,6,1,59,1351,1,49,59,"SF"
"23607",79,21,7,1,56,1378,1,50,56,"SF"
"23608",79,21,8,1,53,1392,1,52,53,"SF"
"23609",79,21,9,1,59,1353,1,48,59,"SF"
"23610",79,21,10,1,56,1306,1,49,56,"SF"
"23611",79,22,1,1,82,10174,1,79,82,"SF"
"23612",79,22,2,0,78,1410,1,78,80,"SF"
"23613",79,22,3,0,78,1374,1,78,80,"SF"
"23614",79,22,4,1,76,1373,1,80,76,"SF"
"23615",79,22,5,1,77,1410,1,77,77,"SF"
"23616",79,22,6,0,78,1129,1,78,78,"SF"
"23617",79,22,7,0,80,1274,1,80,71,"SF"
"23618",79,22,8,0,79,1378,1,79,70,"SF"
"23619",79,22,9,1,70,1500,1,78,70,"SF"
"23620",79,22,10,0,79,1242,1,79,79,"SF"
"23621",79,23,1,1,21,12835,1,20,21,"FF"
"23622",79,23,2,0,21,1413,1,21,19,"FF"
"23623",79,23,3,0,21,950,1,21,11,"FF"
"23624",79,23,4,0,24,760,1,24,8,"FF"
"23625",79,23,5,1,10,1210,1,22,10,"FF"
"23626",79,23,6,0,19,1103,1,19,16,"FF"
"23627",79,23,7,1,12,1767,1,29,12,"FF"
"23628",79,23,8,0,24,1325,1,24,9,"FF"
"23629",79,23,9,0,26,4425,1,26,4,"FF"
"23630",79,23,10,0,28,1399,1,28,1,"FF"
"23631",79,24,1,0,60,13548,1,60,62,"SS"
"23632",79,24,2,1,62,1100,1,61,62,"SS"
"23633",79,24,3,1,61,1449,1,61,61,"SS"
"23634",79,24,4,1,61,1595,1,60,61,"SS"
"23635",79,24,5,0,61,1366,1,61,63,"SS"
"23636",79,24,6,0,61,1328,1,61,62,"SS"
"23637",79,24,7,1,62,1397,1,59,62,"SS"
"23638",79,24,8,1,62,1368,1,58,62,"SS"
"23639",79,24,9,0,60,1373,1,60,64,"SS"
"23640",79,24,10,1,61,1392,1,59,61,"SS"
"23641",79,25,1,1,10,562,1,15,10,"FS"
"23642",79,25,2,0,14,1365,1,14,10,"FS"
"23643",79,25,3,0,16,1379,1,16,12,"FS"
"23644",79,25,4,0,24,1569,1,24,10,"FS"
"23645",79,25,5,0,26,1370,1,26,12,"FS"
"23646",79,25,6,0,26,1402,1,26,8,"FS"
"23647",79,25,7,0,26,1393,1,26,11,"FS"
"23648",79,25,8,1,10,1542,1,24,10,"FS"
"23649",79,25,9,0,36,1299,1,36,12,"FS"
"23650",79,25,10,0,35,1496,1,35,11,"FS"
"23651",79,26,1,0,55,708,1,55,52,"FF"
"23652",79,26,2,1,59,1385,1,56,59,"FF"
"23653",79,26,3,0,53,1398,1,53,64,"FF"
"23654",79,26,4,1,66,1383,1,57,66,"FF"
"23655",79,26,5,1,66,1352,1,56,66,"FF"
"23656",79,26,6,1,63,1526,1,57,63,"FF"
"23657",79,26,7,1,52,1363,1,54,52,"FF"
"23658",79,26,8,0,56,1438,1,56,55,"FF"
"23659",79,26,9,0,54,1406,1,54,59,"FF"
"23660",79,26,10,0,54,1460,1,54,55,"FF"
"23661",79,27,1,1,30,1177,1,35,30,"SS"
"23662",79,27,2,0,35,1346,1,35,30,"SS"
"23663",79,27,3,0,37,1406,1,37,31,"SS"
"23664",79,27,4,1,29,1406,1,35,29,"SS"
"23665",79,27,5,0,36,1334,1,36,29,"SS"
"23666",79,27,6,0,35,1364,1,35,30,"SS"
"23667",79,27,7,0,36,1446,1,36,29,"SS"
"23668",79,27,8,0,35,1306,1,35,30,"SS"
"23669",79,27,9,0,34,1420,1,34,30,"SS"
"23670",79,27,10,1,29,2509,1,34,29,"SS"
"23671",79,28,1,1,6,651,1,12,6,"SF"
"23672",79,28,2,0,12,1350,1,12,7,"SF"
"23673",79,28,3,0,10,1328,1,10,14,"SF"
"23674",79,28,4,0,10,1391,1,10,18,"SF"
"23675",79,28,5,0,10,1340,1,10,21,"SF"
"23676",79,28,6,0,10,1317,1,10,20,"SF"
"23677",79,28,7,1,13,1484,1,13,13,"SF"
"23678",79,28,8,1,14,1280,1,12,14,"SF"
"23679",79,28,9,1,11,1705,1,11,11,"SF"
"23680",79,28,10,1,19,1556,1,11,19,"SF"
"23681",79,29,1,1,20,934,1,25,20,"FF"
"23682",79,29,2,0,20,1474,1,20,17,"FF"
"23683",79,29,3,0,15,1364,1,15,20,"FF"
"23684",79,29,4,1,31,1356,1,24,31,"FF"
"23685",79,29,5,1,27,1334,1,18,27,"FF"
"23686",79,29,6,1,30,1420,1,27,30,"FF"
"23687",79,29,7,1,36,1394,1,23,36,"FF"
"23688",79,29,8,1,43,1388,1,18,43,"FF"
"23689",79,29,9,1,42,1442,1,12,42,"FF"
"23690",79,29,10,1,39,1403,1,6,39,"FF"
"23691",79,30,1,1,27,683,1,28,27,"SS"
"23692",79,30,2,0,28,1377,1,28,25,"SS"
"23693",79,30,3,0,28,1396,1,28,28,"SS"
"23694",79,30,4,1,24,1390,1,27,24,"SS"
"23695",79,30,5,0,28,1315,1,28,27,"SS"
"23696",79,30,6,0,29,1381,1,29,25,"SS"
"23697",79,30,7,0,27,1469,1,27,25,"SS"
"23698",79,30,8,1,27,1362,1,28,27,"SS"
"23699",79,30,9,1,26,1382,1,29,26,"SS"
"23700",79,30,10,0,28,1339,1,28,26,"SS"
"23701",80,1,1,0,45,4525,1,45,47,"SS"
"23702",80,1,2,1,51,712,1,43,51,"SS"
"23703",80,1,3,1,50,591,1,44,50,"SS"
"23704",80,1,4,1,49,336,1,45,49,"SS"
"23705",80,1,5,1,46,176,1,42,46,"SS"
"23706",80,1,6,1,47,169,1,43,47,"SS"
"23707",80,1,7,1,48,167,1,45,48,"SS"
"23708",80,1,8,1,49,143,1,44,49,"SS"
"23709",80,1,9,1,47,233,1,45,47,"SS"
"23710",80,1,10,1,47,311,1,43,47,"SS"
"23711",80,2,1,0,68,672,1,68,75,"SF"
"23712",80,2,2,1,75,856,1,70,75,"SF"
"23713",80,2,3,1,73,568,1,68,73,"SF"
"23714",80,2,4,1,78,176,1,71,78,"SF"
"23715",80,2,5,1,78,183,1,70,78,"SF"
"23716",80,2,6,1,75,160,1,69,75,"SF"
"23717",80,2,7,1,75,168,1,69,75,"SF"
"23718",80,2,8,1,73,161,1,67,73,"SF"
"23719",80,2,9,1,78,160,1,70,78,"SF"
"23720",80,2,10,1,75,160,1,71,75,"SF"
"23721",80,3,1,0,12,448,1,12,15,"FF"
"23722",80,3,2,1,14,458,1,11,14,"FF"
"23723",80,3,3,1,19,567,1,7,19,"FF"
"23724",80,3,4,1,16,175,1,5,16,"FF"
"23725",80,3,5,1,15,184,1,6,15,"FF"
"23726",80,3,6,1,14,160,1,12,14,"FF"
"23727",80,3,7,1,10,175,1,12,10,"FF"
"23728",80,3,8,1,8,152,1,16,8,"FF"
"23729",80,3,9,1,9,167,1,22,9,"FF"
"23730",80,3,10,1,8,152,1,22,8,"FF"
"23731",80,4,1,0,29,453,1,29,24,"FS"
"23732",80,4,2,1,25,608,1,32,25,"FS"
"23733",80,4,3,0,38,776,1,38,24,"FS"
"23734",80,4,4,0,42,975,1,42,24,"FS"
"23735",80,4,5,0,38,191,1,38,26,"FS"
"23736",80,4,6,0,38,289,1,38,25,"FS"
"23737",80,4,7,0,42,192,1,42,25,"FS"
"23738",80,4,8,0,39,176,1,39,24,"FS"
"23739",80,4,9,0,41,160,1,41,26,"FS"
"23740",80,4,10,0,37,159,1,37,25,"FS"
"23741",80,5,1,0,40,441,1,40,42,"FF"
"23742",80,5,2,1,46,694,1,45,46,"FF"
"23743",80,5,3,0,47,985,1,47,46,"FF"
"23744",80,5,4,1,50,511,1,39,50,"FF"
"23745",80,5,5,1,50,888,1,41,50,"FF"
"23746",80,5,6,1,47,208,1,38,47,"FF"
"23747",80,5,7,1,48,184,1,45,48,"FF"
"23748",80,5,8,1,49,161,1,40,49,"FF"
"23749",80,5,9,1,48,159,1,42,48,"FF"
"23750",80,5,10,1,41,168,1,33,41,"FF"
"23751",80,6,1,0,50,449,1,50,48,"SS"
"23752",80,6,2,1,49,687,1,51,49,"SS"
"23753",80,6,3,0,51,849,1,51,49,"SS"
"23754",80,6,4,1,47,784,1,50,47,"SS"
"23755",80,6,5,0,51,743,1,51,49,"SS"
"23756",80,6,6,0,50,232,1,50,45,"SS"
"23757",80,6,7,0,50,177,1,50,48,"SS"
"23758",80,6,8,0,50,176,1,50,49,"SS"
"23759",80,6,9,0,49,168,1,49,47,"SS"
"23760",80,6,10,0,50,176,1,50,47,"SS"
"23761",80,7,1,0,72,434,1,72,80,"FF"
"23762",80,7,2,1,83,576,1,77,83,"FF"
"23763",80,7,3,0,76,1424,1,76,82,"FF"
"23764",80,7,4,1,85,641,1,81,85,"FF"
"23765",80,7,5,1,81,479,1,76,81,"FF"
"23766",80,7,6,1,82,192,1,76,82,"FF"
"23767",80,7,7,1,78,176,1,77,78,"FF"
"23768",80,7,8,1,76,128,1,77,76,"FF"
"23769",80,7,9,1,77,207,1,76,77,"FF"
"23770",80,7,10,1,74,255,1,80,74,"FF"
"23771",80,8,1,0,49,169,1,49,52,"SS"
"23772",80,8,2,1,53,743,1,48,53,"SS"
"23773",80,8,3,0,48,744,1,48,51,"SS"
"23774",80,8,4,1,51,720,1,49,51,"SS"
"23775",80,8,5,1,51,649,1,47,51,"SS"
"23776",80,8,6,1,53,199,1,47,53,"SS"
"23777",80,8,7,1,52,185,1,49,52,"SS"
"23778",80,8,8,1,50,168,1,46,50,"SS"
"23779",80,8,9,1,53,168,1,47,53,"SS"
"23780",80,8,10,1,53,151,1,48,53,"SS"
"23781",80,9,1,0,77,535,1,77,82,"FS"
"23782",80,9,2,1,83,696,1,67,83,"FS"
"23783",80,9,3,0,67,872,1,67,83,"FS"
"23784",80,9,4,1,83,680,1,67,83,"FS"
"23785",80,9,5,1,80,503,1,70,80,"FS"
"23786",80,9,6,1,83,192,1,70,83,"FS"
"23787",80,9,7,1,84,191,1,67,84,"FS"
"23788",80,9,8,1,84,175,1,61,84,"FS"
"23789",80,9,9,1,82,160,1,64,82,"FS"
"23790",80,9,10,1,82,169,1,69,82,"FS"
"23791",80,10,1,0,75,6794,1,75,72,"SS"
"23792",80,10,2,1,72,688,1,74,72,"SS"
"23793",80,10,3,0,75,975,1,75,69,"SS"
"23794",80,10,4,1,73,593,1,76,73,"SS"
"23795",80,10,5,0,76,887,1,76,71,"SS"
"23796",80,10,6,0,73,264,1,73,71,"SS"
"23797",80,10,7,0,74,200,1,74,71,"SS"
"23798",80,10,8,0,75,200,1,75,70,"SS"
"23799",80,10,9,0,75,160,1,75,71,"SS"
"23800",80,10,10,0,74,160,1,74,70,"SS"
"23801",80,11,1,0,75,2245,1,75,79,"FF"
"23802",80,11,2,1,81,599,1,79,81,"FF"
"23803",80,11,3,0,78,833,1,78,84,"FF"
"23804",80,11,4,1,84,815,1,80,84,"FF"
"23805",80,11,5,1,84,481,1,77,84,"FF"
"23806",80,11,6,1,83,183,1,71,83,"FF"
"23807",80,11,7,1,75,136,1,73,75,"FF"
"23808",80,11,8,1,72,208,1,71,72,"FF"
"23809",80,11,9,1,75,167,1,72,75,"FF"
"23810",80,11,10,1,74,224,1,73,74,"FF"
"23811",80,12,1,0,35,610,1,35,39,"FS"
"23812",80,12,2,1,38,592,1,37,38,"FS"
"23813",80,12,3,1,38,976,1,32,38,"FS"
"23814",80,12,4,1,40,193,1,28,40,"FS"
"23815",80,12,5,1,40,175,1,35,40,"FS"
"23816",80,12,6,1,37,176,1,42,37,"FS"
"23817",80,12,7,1,39,160,1,44,39,"FS"
"23818",80,12,8,1,38,160,1,47,38,"FS"
"23819",80,12,9,1,38,160,1,46,38,"FS"
"23820",80,12,10,1,38,152,1,51,38,"FS"
"23821",80,13,1,0,85,1080,1,85,88,"FS"
"23822",80,13,2,1,89,545,1,83,89,"FS"
"23823",80,13,3,1,88,815,1,86,88,"FS"
"23824",80,13,4,1,88,177,1,82,88,"FS"
"23825",80,13,5,1,87,167,1,83,87,"FS"
"23826",80,13,6,1,89,168,1,84,89,"FS"
"23827",80,13,7,1,89,153,1,83,89,"FS"
"23828",80,13,8,1,89,159,1,86,89,"FS"
"23829",80,13,9,1,89,152,1,86,89,"FS"
"23830",80,13,10,1,87,152,1,89,87,"FS"
"23831",80,14,1,0,43,420,1,43,38,"FF"
"23832",80,14,2,1,35,688,1,38,35,"FF"
"23833",80,14,3,0,39,680,1,39,34,"FF"
"23834",80,14,4,0,39,216,1,39,27,"FF"
"23835",80,14,5,0,35,248,1,35,25,"FF"
"23836",80,14,6,0,32,208,1,32,28,"FF"
"23837",80,14,7,0,31,151,1,31,32,"FF"
"23838",80,14,8,0,31,191,1,31,36,"FF"
"23839",80,14,9,0,36,168,1,36,34,"FF"
"23840",80,14,10,0,29,168,1,29,30,"FF"
"23841",80,15,1,0,69,830,1,69,64,"SS"
"23842",80,15,2,1,65,664,1,70,65,"SS"
"23843",80,15,3,0,68,656,1,68,61,"SS"
"23844",80,15,4,0,67,216,1,67,63,"SS"
"23845",80,15,5,0,69,224,1,69,64,"SS"
"23846",80,15,6,0,67,160,1,67,64,"SS"
"23847",80,15,7,0,69,168,1,69,65,"SS"
"23848",80,15,8,0,68,160,1,68,64,"SS"
"23849",80,15,9,0,69,176,1,69,61,"SS"
"23850",80,15,10,0,68,176,1,68,62,"SS"
"23851",80,16,1,0,12,568,1,12,16,"FS"
"23852",80,16,2,1,16,760,1,12,16,"FS"
"23853",80,16,3,1,16,320,1,8,16,"FS"
"23854",80,16,4,1,14,208,1,9,14,"FS"
"23855",80,16,5,1,16,176,1,1,16,"FS"
"23856",80,16,6,1,14,183,1,3,14,"FS"
"23857",80,16,7,1,16,168,1,5,16,"FS"
"23858",80,16,8,1,15,168,1,8,15,"FS"
"23859",80,16,9,1,15,160,1,11,15,"FS"
"23860",80,16,10,1,14,168,1,17,14,"FS"
"23861",80,17,1,0,48,4220,1,48,50,"SS"
"23862",80,17,2,1,53,559,1,47,53,"SS"
"23863",80,17,3,1,52,808,1,47,52,"SS"
"23864",80,17,4,1,53,184,1,48,53,"SS"
"23865",80,17,5,1,51,176,1,49,51,"SS"
"23866",80,17,6,1,54,184,1,49,54,"SS"
"23867",80,17,7,1,52,167,1,47,52,"SS"
"23868",80,17,8,1,52,159,1,47,52,"SS"
"23869",80,17,9,1,53,161,1,48,53,"SS"
"23870",80,17,10,1,54,159,1,49,54,"SS"
"23871",80,18,1,0,83,465,1,83,72,"FF"
"23872",80,18,2,1,69,824,1,87,69,"FF"
"23873",80,18,3,0,95,528,1,95,71,"FF"
"23874",80,18,4,0,84,224,1,84,66,"FF"
"23875",80,18,5,0,81,160,1,81,63,"FF"
"23876",80,18,6,0,82,144,1,82,69,"FF"
"23877",80,18,7,0,74,184,1,74,62,"FF"
"23878",80,18,8,0,77,143,1,77,65,"FF"
"23879",80,18,9,0,72,161,1,72,70,"FF"
"23880",80,18,10,0,67,160,1,67,78,"FF"
"23881",80,19,1,0,49,1579,1,49,44,"FF"
"23882",80,19,2,1,49,792,1,52,49,"FF"
"23883",80,19,3,0,49,864,1,49,45,"FF"
"23884",80,19,4,1,48,552,1,40,48,"FF"
"23885",80,19,5,0,41,696,1,41,47,"FF"
"23886",80,19,6,0,44,224,1,44,49,"FF"
"23887",80,19,7,0,48,168,1,48,49,"FF"
"23888",80,19,8,0,43,176,1,43,51,"FF"
"23889",80,19,9,0,51,191,1,51,54,"FF"
"23890",80,19,10,0,54,184,1,54,58,"FF"
"23891",80,20,1,0,20,763,1,20,25,"SS"
"23892",80,20,2,1,24,726,1,20,24,"SS"
"23893",80,20,3,1,23,736,1,19,23,"SS"
"23894",80,20,4,1,21,215,1,19,21,"SS"
"23895",80,20,5,1,25,176,1,21,25,"SS"
"23896",80,20,6,1,24,168,1,20,24,"SS"
"23897",80,20,7,1,24,160,1,21,24,"SS"
"23898",80,20,8,1,24,167,1,21,24,"SS"
"23899",80,20,9,1,24,152,1,20,24,"SS"
"23900",80,20,10,1,26,392,1,20,26,"SS"
"23901",80,21,1,0,50,661,1,50,47,"SF"
"23902",80,21,2,1,48,760,1,49,48,"SF"
"23903",80,21,3,0,50,1063,1,50,53,"SF"
"23904",80,21,4,0,50,207,1,50,58,"SF"
"23905",80,21,5,0,51,169,1,51,58,"SF"
"23906",80,21,6,0,49,168,1,49,59,"SF"
"23907",80,21,7,0,50,169,1,50,56,"SF"
"23908",80,21,8,0,52,159,1,52,53,"SF"
"23909",80,21,9,0,48,155,1,48,59,"SF"
"23910",80,21,10,0,49,157,1,49,56,"SF"
"23911",80,22,1,0,79,1452,1,79,82,"SF"
"23912",80,22,2,1,80,760,1,78,80,"SF"
"23913",80,22,3,1,80,712,1,78,80,"SF"
"23914",80,22,4,1,76,192,1,80,76,"SF"
"23915",80,22,5,1,77,184,1,77,77,"SF"
"23916",80,22,6,1,78,168,1,78,78,"SF"
"23917",80,22,7,1,71,168,1,80,71,"SF"
"23918",80,22,8,1,70,168,1,79,70,"SF"
"23919",80,22,9,1,70,160,1,78,70,"SF"
"23920",80,22,10,1,79,176,1,79,79,"SF"
"23921",80,23,1,0,20,623,1,20,21,"FF"
"23922",80,23,2,1,19,631,1,21,19,"FF"
"23923",80,23,3,1,11,400,1,21,11,"FF"
"23924",80,23,4,0,24,560,1,24,8,"FF"
"23925",80,23,5,0,22,344,1,22,10,"FF"
"23926",80,23,6,0,19,200,1,19,16,"FF"
"23927",80,23,7,0,29,167,1,29,12,"FF"
"23928",80,23,8,0,24,152,1,24,9,"FF"
"23929",80,23,9,0,26,159,1,26,4,"FF"
"23930",80,23,10,0,28,152,1,28,1,"FF"
"23931",80,24,1,0,60,1183,1,60,62,"SS"
"23932",80,24,2,1,62,760,1,61,62,"SS"
"23933",80,24,3,1,61,536,1,61,61,"SS"
"23934",80,24,4,1,61,200,1,60,61,"SS"
"23935",80,24,5,1,63,184,1,61,63,"SS"
"23936",80,24,6,1,62,176,1,61,62,"SS"
"23937",80,24,7,1,62,176,1,59,62,"SS"
"23938",80,24,8,1,62,168,1,58,62,"SS"
"23939",80,24,9,1,64,176,1,60,64,"SS"
"23940",80,24,10,1,61,168,1,59,61,"SS"
"23941",80,25,1,0,15,1271,1,15,10,"FS"
"23942",80,25,2,1,10,744,1,14,10,"FS"
"23943",80,25,3,1,12,312,1,16,12,"FS"
"23944",80,25,4,0,24,536,1,24,10,"FS"
"23945",80,25,5,0,26,232,1,26,12,"FS"
"23946",80,25,6,0,26,175,1,26,8,"FS"
"23947",80,25,7,0,26,176,1,26,11,"FS"
"23948",80,25,8,0,24,176,1,24,10,"FS"
"23949",80,25,9,0,36,7705,1,36,12,"FS"
"23950",80,25,10,1,11,727,1,35,11,"FS"
"23951",80,26,1,0,55,1473,1,55,52,"FF"
"23952",80,26,2,1,59,775,1,56,59,"FF"
"23953",80,26,3,1,64,591,1,53,64,"FF"
"23954",80,26,4,1,66,193,1,57,66,"FF"
"23955",80,26,5,1,66,176,1,56,66,"FF"
"23956",80,26,6,1,63,168,1,57,63,"FF"
"23957",80,26,7,1,52,168,1,54,52,"FF"
"23958",80,26,8,1,55,161,1,56,55,"FF"
"23959",80,26,9,1,59,159,1,54,59,"FF"
"23960",80,26,10,1,55,176,1,54,55,"FF"
"23961",80,27,1,0,35,518,1,35,30,"SS"
"23962",80,27,2,1,30,464,1,35,30,"SS"
"23963",80,27,3,0,37,520,1,37,31,"SS"
"23964",80,27,4,0,35,240,1,35,29,"SS"
"23965",80,27,5,0,36,184,1,36,29,"SS"
"23966",80,27,6,0,35,159,1,35,30,"SS"
"23967",80,27,7,0,36,151,1,36,29,"SS"
"23968",80,27,8,0,35,193,1,35,30,"SS"
"23969",80,27,9,0,34,135,1,34,30,"SS"
"23970",80,27,10,0,34,240,1,34,29,"SS"
"23971",80,28,1,0,12,1138,1,12,6,"SF"
"23972",80,28,2,1,7,847,1,12,7,"SF"
"23973",80,28,3,0,10,672,1,10,14,"SF"
"23974",80,28,4,0,10,240,1,10,18,"SF"
"23975",80,28,5,0,10,176,1,10,21,"SF"
"23976",80,28,6,0,10,183,1,10,20,"SF"
"23977",80,28,7,0,13,184,1,13,13,"SF"
"23978",80,28,8,0,12,184,1,12,14,"SF"
"23979",80,28,9,0,11,168,1,11,11,"SF"
"23980",80,28,10,0,11,192,1,11,19,"SF"
"23981",80,29,1,0,25,640,1,25,20,"FF"
"23982",80,29,2,1,17,520,1,20,17,"FF"
"23983",80,29,3,0,15,657,1,15,20,"FF"
"23984",80,29,4,0,24,207,1,24,31,"FF"
"23985",80,29,5,0,18,192,1,18,27,"FF"
"23986",80,29,6,0,27,167,1,27,30,"FF"
"23987",80,29,7,0,23,160,1,23,36,"FF"
"23988",80,29,8,0,18,168,1,18,43,"FF"
"23989",80,29,9,0,12,200,1,12,42,"FF"
"23990",80,29,10,0,6,199,1,6,39,"FF"
"23991",80,30,1,0,28,855,1,28,27,"SS"
"23992",80,30,2,1,25,960,1,28,25,"SS"
"23993",80,30,3,0,28,665,1,28,28,"SS"
"23994",80,30,4,0,27,239,1,27,24,"SS"
"23995",80,30,5,0,28,182,1,28,27,"SS"
"23996",80,30,6,0,29,177,1,29,25,"SS"
"23997",80,30,7,0,27,168,1,27,25,"SS"
"23998",80,30,8,0,28,175,1,28,27,"SS"
"23999",80,30,9,0,29,176,1,29,26,"SS"
"24000",80,30,10,0,28,160,1,28,26,"SS"
"24301",82,1,1,0,45,3925,1,45,47,"SS"
"24302",82,1,2,0,43,2486,1,43,51,"SS"
"24303",82,1,3,1,50,1481,1,44,50,"SS"
"24304",82,1,4,1,49,1858,1,45,49,"SS"
"24305",82,1,5,1,46,1967,1,42,46,"SS"
"24306",82,1,6,0,43,1536,1,43,47,"SS"
"24307",82,1,7,0,45,1810,1,45,48,"SS"
"24308",82,1,8,1,49,1608,1,44,49,"SS"
"24309",82,1,9,1,47,2032,1,45,47,"SS"
"24310",82,1,10,1,47,2106,1,43,47,"SS"
"24311",82,2,1,0,68,1041,1,68,75,"SF"
"24312",82,2,2,1,75,1520,1,70,75,"SF"
"24313",82,2,3,1,73,1554,1,68,73,"SF"
"24314",82,2,4,1,78,1482,1,71,78,"SF"
"24315",82,2,5,1,78,1397,1,70,78,"SF"
"24316",82,2,6,1,75,1554,1,69,75,"SF"
"24317",82,2,7,1,75,1620,1,69,75,"SF"
"24318",82,2,8,1,73,1726,1,67,73,"SF"
"24319",82,2,9,1,78,1606,1,70,78,"SF"
"24320",82,2,10,1,75,1419,1,71,75,"SF"
"24321",82,3,1,0,12,526,1,12,15,"FF"
"24322",82,3,2,1,14,1350,1,11,14,"FF"
"24323",82,3,3,1,19,1340,1,7,19,"FF"
"24324",82,3,4,1,16,1360,1,5,16,"FF"
"24325",82,3,5,0,6,1319,1,6,15,"FF"
"24326",82,3,6,0,12,1323,1,12,14,"FF"
"24327",82,3,7,0,12,1439,1,12,10,"FF"
"24328",82,3,8,1,8,1310,1,16,8,"FF"
"24329",82,3,9,0,22,1567,1,22,9,"FF"
